termo,query_api,tipo,did,handle,data,ano,texto,uri
apply,apliquei vaga,calque,did:plc:vewbv4lzgcn227y6blmwfipw,lactobalulus.bsky.social,2024-09-02T14:40:51.468Z,2024,"me apliquei na vaga home office e recebi entrevista pra vaga presencial. ué caralho se eu quisesse a vaga presencial, eu iria pessoalmente até a porra da empresa",at://did:plc:vewbv4lzgcn227y6blmwfipw/app.bsky.feed.post/3l36jqrniyc2e
apply,apliquei vaga,calque,did:plc:4gz4rms3s6zdumbhm36vv2rn,yasdevsec.bsky.social,2024-09-01T20:34:17.754Z,2024,"tô tranquila no meu trabalho mas apliquei pra uma vaga interessante, pq uma coisa não tem nada a ver com a outra",at://did:plc:4gz4rms3s6zdumbhm36vv2rn/app.bsky.feed.post/3l34mzueaw52i
apply,apliquei vaga,calque,did:plc:34xnqrcc6fmy6agh3mtnltqk,trifenol.com,2024-09-01T03:59:36.512Z,2024,Eu apliquei pra tanta vaga hoje que eu já estou zonzo.,at://did:plc:34xnqrcc6fmy6agh3mtnltqk/app.bsky.feed.post/3l32vh76qu72i
apply,apliquei vaga,calque,did:plc:fs3te7stf7qc7flbqyc65opl,anotherlikejennie.bsky.social,2024-08-31T01:35:50.870Z,2024,Eu recebi uma resposta 7 meses depois q eu apliquei pra vaga,at://did:plc:fs3te7stf7qc7flbqyc65opl/app.bsky.feed.post/3l2y4x7n4xu26
apply,apliquei vaga,calque,did:plc:5xd7vspmuq4cm33hfh567eml,neurodepressor.bsky.social,2024-08-11T13:20:34.332Z,2024,"Se essa última vaga que eu apliquei virar meu trampo real oficial, eu vou ficar feliz pra kct",at://did:plc:5xd7vspmuq4cm33hfh567eml/app.bsky.feed.post/3kzh2yx3sbj2d
apply,apliquei vaga,calque,did:plc:whpw3xnnyfdgfvprypsolimg,oguhspoccus.bsky.social,2024-04-15T03:10:03.224Z,2024,"aí o que eu fiz? apliquei pra uma vaga de emprego no Rio, que NÃO é a cidade onde a pessoa mora",at://did:plc:whpw3xnnyfdgfvprypsolimg/app.bsky.feed.post/3kq5bumokkt2u
apply,apliquei vaga,calque,did:plc:pwydeodmdcvukisnnjlcuaxj,pilantropico.bsky.social,2024-03-31T16:39:52.992Z,2024,apliquei para uma vaga que tava enrolando,at://did:plc:pwydeodmdcvukisnnjlcuaxj/app.bsky.feed.post/3koyy4xqlwk2m
apply,apliquei vaga,calque,did:plc:razbzh5yud4yjpbuuaukvgst,shussan.bsky.social,2024-01-17T03:05:10.383Z,2024,"Apliquei pra uma vaga de estágio em Django, não sei se posso pular de um estágio pro outro mas se der bom vai ser bem melhor",at://did:plc:razbzh5yud4yjpbuuaukvgst/app.bsky.feed.post/3kj5i3xxpyi2q
apply,apliquei vaga,calque,did:plc:fv5tulux2mqlj4udfqyruly2,najunnie.bsky.social,2023-08-25T13:49:07.678Z,2023,Apliquei pra uma vaga de trabalho que eu quero MUITO conseguir. Eu não aguento mais trabalhar em restaurante. :(,at://did:plc:fv5tulux2mqlj4udfqyruly2/app.bsky.feed.post/3k5ryhx2cqp2h
apply,apliquei vaga,calque,did:plc:j7u5wfokntygg7u2s4c3krav,rapazsentado.bsky.social,2023-07-18T08:25:21.653Z,2023,Deletei o Twitter por que apliquei pra uma vaga muito boa mas que faz background check em todas as redes e aí fiquei com preguiça de vasculhar se tinha algo errado. 🤷‍♂️,at://did:plc:j7u5wfokntygg7u2s4c3krav/app.bsky.feed.post/3k2runzdh2o2o
apply,apliquei emprego,calque,did:plc:qdkt274xbb355qtm2gmfnesa,moreira2512.bsky.social,2026-03-12T01:28:27.596Z,2026,"Uma vez,eu apliquei Enem e na época tinha um emprego CLT. Tive que PAGAR  e esse homem feio teve RESTITUIÇÃO",at://did:plc:qdkt274xbb355qtm2gmfnesa/app.bsky.feed.post/3mgtapq22ac2r
apply,apliquei emprego,calque,did:plc:jknhyydq57ezk3blxkop5yct,kaviadoh.bsky.social,2024-10-03T21:26:06.716Z,2024,o meme veio pronto (e eu apliquei mesmo assim pq eu preciso de um emprego🤡),at://did:plc:jknhyydq57ezk3blxkop5yct/app.bsky.feed.post/3l5n6tpkhiq2y
apply,apliquei job,calque,did:plc:s3okrzscx2wasuvxlqww7bmg,maxarts.bsky.social,2025-01-13T15:13:50.525Z,2025,"Esses dias eu me apliquei pra um job de edição de podcast pra uma pessoa da minha faculdade que é bem de vida. A pessoa me deu o briefing que consistia em, toda semana, entregar um programa com horário fixo mega rigoroso. Dei meu preço. O padrão de mercado. A pessoa nunca mais respondeu.",at://did:plc:s3okrzscx2wasuvxlqww7bmg/app.bsky.feed.post/3lfmzm6smmc2c
apply,apliquei job,calque,did:plc:skwvwusru632msiqxb45jtyn,vampireen.bsky.social,2025-01-09T17:20:08.661Z,2025,"apliquei pra um job aqui e, assim, não quero dizer que menti no currículo mas digamos que aumentei meu pau em nome da minha última aplicação na área de social media e se colar colou",at://did:plc:skwvwusru632msiqxb45jtyn/app.bsky.feed.post/3lfd6sdzy2c2b
apply,apliquei trampo,calque,did:plc:22ytg5gvocx2igjmauxxmt3j,jeffquesado.ulivre.dev,2026-02-04T20:44:07.472Z,2026,Rinha de compiladores me ajudou demais!!! Inclusive foi conhecimento que apliquei ano passado no trampo.,at://did:plc:22ytg5gvocx2igjmauxxmt3j/app.bsky.feed.post/3me2qj342ws2g
apply,aplicar vaga,calque,did:plc:vcdvopgmeyygktloypmdergx,clitorita.bsky.social,2026-03-26T19:06:36.104Z,2026,"eu quero vagas impressas auditadas!! chega de aplicar pra vaga preenchida, que não existe ou que só foi publicada pra não ficar na cara que ela tava prometida pra algum nepobaby",at://did:plc:vcdvopgmeyygktloypmdergx/app.bsky.feed.post/3mhyceptze22q
apply,aplicar vaga,calque,did:plc:e44o3ovdgjjio747ejqnciel,pessoaformidavel.bsky.social,2026-03-24T02:22:59.487Z,2026,Vou aplicar para vaga na Pernambucanas...fds...kkkkk,at://did:plc:e44o3ovdgjjio747ejqnciel/app.bsky.feed.post/3mhrjebv6dk27
apply,aplicar vaga,calque,did:plc:yq36xobcelcxbpgcyx27rbpg,afasia.bsky.social,2026-03-20T19:07:18.147Z,2026,"Isso quando não te ""contratam"" pra aplicar golpes. Minha filha conseguiu uma vaga dessas dias atrás, foi fazer um dia de teste, achou o bagulho suspeito, olhou no Reclame Aqui tinha enxurrada de reclamação falando q a empresa aplicava golpes. Não voltou mais.",at://did:plc:yq36xobcelcxbpgcyx27rbpg/app.bsky.feed.post/3mhj7mh6jyk2s
apply,aplicar vaga,calque,did:plc:2kiq7idsra6afnjdtrigtlm4,isaulo.bsky.social,2026-03-14T03:10:11.145Z,2026,Vou aplicar a uma vaga de emprego meia noite mesmo,at://did:plc:2kiq7idsra6afnjdtrigtlm4/app.bsky.feed.post/3mgyhdhqze224
apply,aplicar vaga,calque,did:plc:iaf3w5upecb76bwdgapaxlk5,bolachamaisena.bsky.social,2026-03-13T23:19:13.122Z,2026,"@brasil.gov.br  @stf.jus.br  pouco se me dá a opinião da direita, do banqueiro ou dos seus cúmplices. Não é  difícil a um juiz c conduta ilibada aplicar a lei. Quem não se sente habilitado, libere a vaga e peça para sair.  Cansamos de acordos com reincidentes que pululam  nas esferas do judiciário.🦂",at://did:plc:iaf3w5upecb76bwdgapaxlk5/app.bsky.feed.post/3mgy2ghpqqk2b
apply,aplicar vaga,calque,did:plc:moecv7wiqfa2bdvqywzgkc6y,lalalalies.bsky.social,2026-03-09T21:45:43.283Z,2026,gastei 3 horas pra aplicar pra uma vaga hoje :D,at://did:plc:moecv7wiqfa2bdvqywzgkc6y/app.bsky.feed.post/3mgntdlw2ds2k
apply,aplicar vaga,calque,did:plc:kf2cstzqctcqihgel6yd26f5,spookyweso.bsky.social,2026-03-08T14:38:26.956Z,2026,aplicar pra vaga,at://did:plc:kf2cstzqctcqihgel6yd26f5/app.bsky.feed.post/3mgkkynqor22m
apply,aplicar vaga,calque,did:plc:cupp5x7ntjsjbfa6gbn43mr6,laryro.bsky.social,2026-03-03T19:22:46.439Z,2026,"vim pra um café com uma amiga pra ela trabalhar e eu me aplicar pra vaga, estudar e tal e ai simplesmente chegou um grupo de uns 6 homi falando alto e gritando como se não houvesse amanhã, como se fossem donos do café caralho como eu odeio homem vai tomar no cu",at://did:plc:cupp5x7ntjsjbfa6gbn43mr6/app.bsky.feed.post/3mg6ikhn3422x
apply,aplicar vaga,calque,did:plc:fk3g5bl2jpy6umoz47zp6puk,akinomei.bsky.social,2026-03-01T15:49:56.646Z,2026,"Hmmmm, Sorte, aplicar o máximo que puder e indicação para a vaga Então formar um network é kinda necessário infelizmente",at://did:plc:fk3g5bl2jpy6umoz47zp6puk/app.bsky.feed.post/3mfz3q2ie6c2h
apply,aplicar vaga,calque,did:plc:ogi7f5fx77bzuywkijsaua5c,roquenrow.bsky.social,2026-02-25T20:10:42.010Z,2026,"Andando lá pelo LinkedIn à procura de vagas, percebi uma pancada de posts tipo ""Veja aqui como posicionar melhor o seu currículo quando se aplicar à uma vaga"" e tal, porcamente escritos com IA, aliás, e me perguntei se tal análise anda sendo feita por IA mesmo, se era real.  Botei à prova.",at://did:plc:ogi7f5fx77bzuywkijsaua5c/app.bsky.feed.post/3mfpign7zvs2k
apply,aplicar vaga,calque,did:plc:5wgkac7u3tq2tpz5rmlkgnbl,adorodogs.bsky.social,2026-02-21T00:26:54.792Z,2026,detesto quando tô querendo aplicar pra uma vaga e ali bem no finalzinho tá escrito “regime pj”,at://did:plc:5wgkac7u3tq2tpz5rmlkgnbl/app.bsky.feed.post/3mfdeg6kces2v
apply,aplicar vaga,calque,did:plc:swryefuj5k6kw5nbqhik2w63,nemesis0.bsky.social,2026-02-19T18:41:52.030Z,2026,"mds que odio, fui aplicar uma vaga de emprego que é a minha cara quando eu vi tinha 30 pessoas que curtiram, agora fui ver tem mais de 200",at://did:plc:swryefuj5k6kw5nbqhik2w63/app.bsky.feed.post/3mfaaobffec2t
apply,aplicar vaga,calque,did:plc:hg3c7zzksnhuenbpe4ibxbjj,ratinhonaweb.bsky.social,2026-02-17T21:17:09.034Z,2026,quero logo ir na psiquiatra pra ela arrumar meu laudo (esqueceu de carimbar) e eu aplicar pra vaga PcD nao aguento mais ser vagabundo,at://did:plc:hg3c7zzksnhuenbpe4ibxbjj/app.bsky.feed.post/3mf3ig3udzs2c
apply,aplicar vaga,calque,did:plc:oqeuxspobg7ikuasq5pwd2nv,falme.com.br,2026-02-07T23:14:15.177Z,2026,"Bem... sempre chequem o glassdoor antes de aplicar para uma vaga, i guess",at://did:plc:oqeuxspobg7ikuasq5pwd2nv/app.bsky.feed.post/3meckcbvotc26
apply,aplicar vaga,calque,did:plc:aiarzpgoa3wwuzvph67mwyxp,nelenitos.bsky.social,2026-02-04T03:06:37.545Z,2026,"É a segunda vez que me dão um fecho sobre uma coisa que não é minha culpa e sobra pra mim levar o chapisco. No fim, pelo menos, parece que tudo se resolveu, mas eu vou terminar de atualizar o LinkedIn e aplicar pra alguma vaga só pra sentir alguma coisa",at://did:plc:aiarzpgoa3wwuzvph67mwyxp/app.bsky.feed.post/3mdyvg4jxm22z
apply,aplicar vaga,calque,did:plc:kyqroovgb2wrmxpfxyavdw5s,dr4gula.bsky.social,2026-02-03T23:34:40.788Z,2026,Ia aplicar pra uma vaga mas vi uma mensagem de veterano de Rádio e TV falando que lá paga mal + ambiente é tóxico,at://did:plc:kyqroovgb2wrmxpfxyavdw5s/app.bsky.feed.post/3mdyjl4vfkc2u
apply,aplicar vaga,calque,did:plc:5znfakny773hpphqznz4qorl,brenocms.bsky.social,2026-01-31T16:48:54.251Z,2026,cumade vou aplicar a vaga msm não preenchendo um dos pre requisitos dela,at://did:plc:5znfakny773hpphqznz4qorl/app.bsky.feed.post/3mdqbirtqkk2a
apply,aplicar vaga,calque,did:plc:mroz5kequfxnvq7eexz4qqqs,moonkid.bsky.social,2026-01-28T16:41:17.102Z,2026,escrevi uma mensagenzona pra aplicar pra uma vaga e tenho certeza que só vai ser lida por uma IA que vai jogar meu currículo fora,at://did:plc:mroz5kequfxnvq7eexz4qqqs/app.bsky.feed.post/3mdipofifyc2x
apply,aplicar vaga,calque,did:plc:bp4vz6k7agesn2662l3uvs2p,altschmerzz.bsky.social,2026-01-27T01:04:47.124Z,2026,Então veyr to montando portfólio pra me aplicar a esta vaga pois eu adoraria amo esta pag,at://did:plc:bp4vz6k7agesn2662l3uvs2p/app.bsky.feed.post/3mdekuv3nl22t
apply,aplicar vaga,calque,did:plc:2g5rleaqv4jpq53p65glltg5,madmel.bsky.social,2026-01-26T16:17:01.025Z,2026,"Fui aplicar pruma vaga num escritório de arquitetura, mas quando cheguei na parte de escrever o porquê de eu querer trabalhar lá meus olhos reviraram pra dentro da minha cabeça, tudo ficou escuro e agora estou tendo de lidar com meu eu interior",at://did:plc:2g5rleaqv4jpq53p65glltg5/app.bsky.feed.post/3mddnf5x3p22y
apply,aplicar vaga,calque,did:plc:u7dsm7usoxpzcjwvxz5s4e5g,janszibjs.bsky.social,2026-01-24T11:05:34.337Z,2026,E quem aplicar para vaga vai tomar uma injeção na testa pra aprender a falar de novo.,at://did:plc:u7dsm7usoxpzcjwvxz5s4e5g/app.bsky.feed.post/3md632fz2yk2z
apply,aplicar vaga,calque,did:plc:5z3brvxumz4ot23ftni4eag7,soniabrahao.bsky.social,2026-01-19T22:08:22.595Z,2026,"Apos aplicar em uma vaga no gupy usando meu dados e telefone eu ja recebi cerca de 900 ligações de tentativa de golpe  Brasil, um pais de golpes",at://did:plc:5z3brvxumz4ot23ftni4eag7/app.bsky.feed.post/3mcsnqyo7hs2h
apply,aplicar vaga,calque,did:plc:qscxbyv3sy7y5ihcf3mnaqrl,lestatwho.bsky.social,2026-01-13T13:33:43.512Z,2026,"o terrível ""aplicar"" para uma vaga de emprego",at://did:plc:qscxbyv3sy7y5ihcf3mnaqrl/app.bsky.feed.post/3mcco77ctys2s
apply,aplicar vaga,calque,did:plc:yq36xobcelcxbpgcyx27rbpg,afasia.bsky.social,2026-01-13T13:24:23.000Z,2026,Aplicar pra vaga me mata,at://did:plc:yq36xobcelcxbpgcyx27rbpg/app.bsky.feed.post/3mccnoireys2s
apply,aplicar vaga,calque,did:plc:f76n4ruqqdrfxl5u3q4ibtjd,nanska.bsky.social,2026-01-13T13:08:16.587Z,2026,- o ponto é que.. - Vou aplicar pra essa vaga de emprego,at://did:plc:f76n4ruqqdrfxl5u3q4ibtjd/app.bsky.feed.post/3mccmrp4sck2l
apply,aplicar vaga,calque,did:plc:qqscs4kuftzo7cevklxjq64a,3xcer.bsky.social,2026-01-07T19:16:05.494Z,2026,"Olha, eu sei que toda língua vive em constante alteração e atualização, mas toda vez que leio ""aplicar"" pra uma vaga ou ""aplicar"" pra um emprego, em vez da palavra ""candidatar"" dói, viu? Dá vontade de perguntar aplicar o quê.",at://did:plc:qqscs4kuftzo7cevklxjq64a/app.bsky.feed.post/3mbu6juvvcc2p
apply,aplicar vaga,calque,did:plc:km7lc6yykrldhw3avl3p72za,ratita.bsky.social,2026-01-07T17:32:00.038Z,2026,a humilhação que é gravar vídeo para aplicar em vaga de emprego aaaaaaa,at://did:plc:km7lc6yykrldhw3avl3p72za/app.bsky.feed.post/3mbtypqrq5k2f
apply,aplicar vaga,calque,did:plc:kf2cstzqctcqihgel6yd26f5,spookyweso.bsky.social,2025-12-31T00:05:07.211Z,2025,acho q mais q comissão o q me pega mesmo é o tal de APLICAR PRA VAGA,at://did:plc:kf2cstzqctcqihgel6yd26f5/app.bsky.feed.post/3mbakxdl3sk2s
apply,aplicar vaga,calque,did:plc:osjyddufrnpkda7iqoawqcvl,rxckyhorror.bsky.social,2025-12-25T13:46:24.185Z,2025,"me inscrevi no bendito site pra aplicar pra vaga, mas só dá pra aplicar se for premium ?????? KKKKKKK e quase todas as vagas são assim, vsf depois reclama que não tem gente pra trabalhar",at://did:plc:osjyddufrnpkda7iqoawqcvl/app.bsky.feed.post/3masw2eyjpc2i
apply,aplicar vaga,calque,did:plc:fqknhuglyv6idlmzbb5b5rkq,isah005.bsky.social,2025-11-19T16:55:12.916Z,2025,"agr eles querem aplicar o enem em outros países, NAO TEM VAGA NEM PARA OS BRASILEIROS",at://did:plc:fqknhuglyv6idlmzbb5b5rkq/app.bsky.feed.post/3m5ypsucykc2d
apply,aplicar vaga,calque,did:plc:6ml6dfdwuawdqnbocsdjdfcn,azulejos.bsky.social,2025-11-11T13:53:06.086Z,2025,"'aplicar para uma vaga', mas aplicar o quê.",at://did:plc:6ml6dfdwuawdqnbocsdjdfcn/app.bsky.feed.post/3m5ebvrucoc2c
apply,aplicar vaga,calque,did:plc:j5pur4xit3vrbqsr36dipmyi,warpaintz.bsky.social,2025-11-04T14:30:18.831Z,2025,conforme vou fazendo as coisas.  acontece que quando vou aplicar pra uma vaga pressupoe-se muita coisa quando eu falo minhas habilidades. e eu tenho medo dessa presunção porque muito provavelmente vai chegar numa quebra de expectativa de todos os envolvidos.,at://did:plc:j5pur4xit3vrbqsr36dipmyi/app.bsky.feed.post/3m4sqpx3c6s2a
apply,aplicar vaga,calque,did:plc:3tiuecyxw647tgvzoys4d6u6,heterasuave.bsky.social,2025-11-03T21:48:01.655Z,2025,"Aplicar pra vaga em outro país e ter que mandar vídeo em inglês foi uma experiência bem ansiogênica pra mim. Dito isso, espero que gostem e me aceitem pra vaga hehe",at://did:plc:3tiuecyxw647tgvzoys4d6u6/app.bsky.feed.post/3m4qyppscbk23
apply,aplicar vaga,calque,did:plc:253vuxzijuc3xrt7zech2b34,elonsaur.com,2025-11-03T16:47:41.034Z,2025,A esse ponto tô aceitando qualquer coisa então devo aplicar pra vaga mas é empresa de consultoria e não sei se queria trabalhar numa dessas,at://did:plc:253vuxzijuc3xrt7zech2b34/app.bsky.feed.post/3m4qhwnyllc2h
apply,aplicar vaga,calque,did:plc:7s46wsvbgtksypuvta7e74y6,fridaglasgow.bsky.social,2025-10-28T13:15:19.304Z,2025,Coisas do meu abuso: Salvar a data Aplicar pra uma vaga,at://did:plc:7s46wsvbgtksypuvta7e74y6/app.bsky.feed.post/3m4azbfrdus2k
apply,aplicar vaga,calque,did:plc:3ytxsd6qjsapbpohnwizcpcc,shinobu-dev.bsky.social,2025-10-23T21:32:32.497Z,2025,"e depois eles acham ruim que tem gente usando IA pra aplicar em massa pra vaga forças amigo, daqui a pouco vai!",at://did:plc:3ytxsd6qjsapbpohnwizcpcc/app.bsky.feed.post/3m3vcpvmgfc2q
apply,aplicar vaga,calque,did:plc:j7bi7qptz2maht2ixufh5flc,methanoia.bsky.social,2025-10-21T23:48:43.623Z,2025,"os cara tem coragem de aplicar golpe até em vaga de emprego pra PCD, isso eh mt baixo pqp",at://did:plc:j7bi7qptz2maht2ixufh5flc/app.bsky.feed.post/3m3qjflc4hk2f
apply,aplicar vaga,calque,did:plc:moecv7wiqfa2bdvqywzgkc6y,lalalalies.bsky.social,2025-10-15T11:08:27.729Z,2025,"NUNCA SE SABE, APLICAR PRA VAGA É ROLETA RUSSA",at://did:plc:moecv7wiqfa2bdvqywzgkc6y/app.bsky.feed.post/3m3a44lss5c2n
apply,aplicar vaga,calque,did:plc:fodyg35g25joa5rpplt4y43g,adolfont.github.io,2025-10-14T15:00:02.859Z,2025,"Repassando... A Payfy está com uma vaga aberta para Backend Senior pra quem quer atuar com arquitetura de software e mentoria técnica em Elixir.  #ElixirLang Para saber mais detalhes e aplicar para a vaga, pode usar esse link 👉 payfy.notion.site/Desenvolvedo...",at://did:plc:fodyg35g25joa5rpplt4y43g/app.bsky.feed.post/3m35ylrrqzs2r
apply,aplicar vaga,calque,did:plc:fnxv4m57ccco6zvgxrjwwj2u,kalecio.bsky.social,2025-10-09T17:03:54.932Z,2025,"Holy shit, tenho que aplicar pra vaga, se alguém tiver vaga de React, Node, Python ou PHP manda ae pra nois",at://did:plc:fnxv4m57ccco6zvgxrjwwj2u/app.bsky.feed.post/3m2rn6oatts2m
apply,aplicar vaga,calque,did:plc:5kvgwcn4devvoicgjyvge3yu,rosisantos.bsky.social,2025-10-09T00:13:13.830Z,2025,Agente pra aplicar pra vaga na gringa? Tem 🔗 devitjobs.jobcopilot.com/signup?refer...,at://did:plc:5kvgwcn4devvoicgjyvge3yu/app.bsky.feed.post/3m2pupgfdms2b
apply,aplicar vaga,calque,did:plc:fio2ddmcn6gnotmbr7num2n3,xuvetynx.bsky.social,2025-10-08T01:06:29.990Z,2025,toda vez q um brasileiro fala q vai aplicar pra uma vaga em vez de se candidatar uma fada morre,at://did:plc:fio2ddmcn6gnotmbr7num2n3/app.bsky.feed.post/3m2nh7qzmnk2a
apply,aplicar vaga,calque,did:plc:7a26abkxtbq7qjnaqizksspj,mocergo.bsky.social,2025-10-01T20:28:55.472Z,2025,ual acabei de receber uma descrição de vaga escrita por ia vc cria seu perfil escrito por ia pra aplicar pra uma vaga escrita por ia e usa ia pra gerar um currículo compatível com a vaga pra ele ser analisado por uma ia e decidir se vc vai pra etapa de fazer uma entrevista com um recrutador ia,at://did:plc:7a26abkxtbq7qjnaqizksspj/app.bsky.feed.post/3m25uvvbkw224
apply,aplicar vaga,calque,did:plc:lq3xq2svagz2qzhr3yfdekmq,iagoalmeida.bsky.social,2025-09-18T21:55:39.253Z,2025,vou me aplicar pra vaga,at://did:plc:lq3xq2svagz2qzhr3yfdekmq/app.bsky.feed.post/3lz5doyymcc2v
apply,aplicar vaga,calque,did:plc:2ipfrt5up3noc2i27yk424fu,ecolombari.bsky.social,2025-09-05T18:17:44.150Z,2025,Lembrando aqui de uma pessoa muito querida que disse que eu estava certo em APLICAR para uma vaga…,at://did:plc:2ipfrt5up3noc2i27yk424fu/app.bsky.feed.post/3ly4bhemezk2d
apply,aplicar vaga,calque,did:plc:6jabbtivq42z5j5hdxgojecu,lajeunerusse.bsky.social,2025-09-02T22:02:12.684Z,2025,"""Eu realizei tal coisa"" no sentido de ""perceber""  ""Aplicar pra vaga"" já era, virou corrente como ""testar positivo""",at://did:plc:6jabbtivq42z5j5hdxgojecu/app.bsky.feed.post/3lxv4lyt5bs23
apply,aplicar vaga,calque,did:plc:dxnxv33krujgspg65tihvshg,fezones.bsky.social,2025-08-27T18:29:58.674Z,2025,"Mas claro que era suposto para que ela esteja aqui, afinal, ela fez a subscrição para aplicar para esta vaga.",at://did:plc:dxnxv33krujgspg65tihvshg/app.bsky.feed.post/3lxfnwxxjmk2x
apply,aplicar vaga,calque,did:plc:7hy62lr6h72mxawrzavoudsh,denismxcx.bsky.social,2025-08-18T22:36:07.892Z,2025,nada mais desanimador do que clicar pra se aplicar na vaga e ser direcionado pro gupy,at://did:plc:7hy62lr6h72mxawrzavoudsh/app.bsky.feed.post/3lwphiu5mvd2k
apply,aplicar vaga,calque,did:plc:ujiag44ifyl4x547mdkfmsus,quasenamedia.bsky.social,2025-08-10T16:33:46.887Z,2025,ele recebendo a negativa imediatamente após aplicar pra vaga por não se encaixar no fit cultural da empresa,at://did:plc:ujiag44ifyl4x547mdkfmsus/app.bsky.feed.post/3lw2pjkcpus25
apply,aplicar vaga,calque,did:plc:4hrvalhjkilbiko6foymtisc,sueny.bsky.social,2025-07-26T23:50:24.816Z,2025,Ajudando a irma do meu amigo a fazed um currículo e aplicar numa vaga e ela é mt geração z,at://did:plc:4hrvalhjkilbiko6foymtisc/app.bsky.feed.post/3luvqwiorws2l
apply,aplicar vaga,calque,did:plc:cufyqro6inqbo6r5ab6e7z23,camishameless.bsky.social,2025-07-26T12:47:39.907Z,2025,"Inclusive tenho procurado trampo nos EUA pra aproveitar a subida do dólar e todas as contas de Instagram q falam sobre isso usam ""aplicar para uma vaga"" Um ódio",at://did:plc:cufyqro6inqbo6r5ab6e7z23/app.bsky.feed.post/3luulvfw3xs2d
apply,aplicar vaga,calque,did:plc:pjkvkalrfitfnwv6t7dx366w,pedradaloucura.bsky.social,2025-07-25T11:31:19.219Z,2025,só preciso aguentar os próximos 6 meses pra completar os 3 anos de experiência comprovados e começar a aplicar pra vaga sênior,at://did:plc:pjkvkalrfitfnwv6t7dx366w/app.bsky.feed.post/3lurx5xy6lk2r
